AZUAY
	CUENCA
		CUENCA
		BELLAVISTA
		MONAY
		CA—ARIBAMBA
		SAN BLAS
		EL BATAN
		SAN SEBASTIAN
		EL SAGRARIO
		SUCRE
		EL VECINO
		TOTORACOCHA
		GIL RAMIREZ DAVALOS
		YANUNCAY
		HUAYNACAPAC
		HERMANO MIGUEL
		MACHANGARA
		BA—OS
		RICAURTE
		CUMBE
		SAN JOAQUIN
		CHAUCHA
		SANTA ANA
		CHECA (JIDCAY)
		SAYAUSI
		CHIQUINTAD
		SIDCAY
		LLACAO
		SININCAY
		MOLLETURO
		TARQUI
		NULTI
		TURI
		OCTAVIO CORDERO PALACIOS (SANTA ROSA)
		VALLE
		PACCHA
		VICTORIA DEL PORTETE (IRQUIS)
		QUINGEO
	SIGSIG
		SIGSIG
		CUCHIL (CUTCHIL)
		GIMA
		SAN BARTOLOME
		GUEL
		SAN JOSE DE RARANGA
	GIRON
		GIRON
		ASUNCION
		SAN GERARDO
	O—A
		SAN FELIPE DE O—A
		SUSUDEL
	GUALACEO
		GUALACEO
		CHORDELEG
		REMIGIO CRESPO TORAL (GELAG)
		DANIEL CORDOVA TORAL (EL ORIENTE)
		SAN JUAN
		JADUN
		ZHIDMAD
		MARIANO MORENO
		LUIS CORDERO VEGA
		PRINCIPAL
		SIMON BOLIVAR (CAB. EN GA—ANZOL)
	CHORDELEG
			CHORDELEG
			PRINCIPAL
			LUIS GALARZA ORELLANA (CAB.EN DELEGSOL)
			LA UNION
			SAN MARTIN DE PUZHIO
	NABAN
			NABAN
			COCHAPATA
			LAS NIEVES (CHAYA)
			EL PROGRESO (CAB.EN ZHOTA)
			O—A
			LA PAZ
	EL PAN
			EL PAN
			AMALUZA
			SAN VICENTE
			PALMAS
	PAUTE
			PAUTE
			AMALUZA
			PALMAS
			BULUN (JOSE VICTOR IZQUIERDO)
			PAN
			CHICUN (GUILLERMO ORTEGA)
			SAN CRISTOBAL (CARLOS ORDO—EZ LAZO)
			EL CABO
			SEVILLA DE ORO
			GUACHAPALA
			TOMEBAMBA
			GUARAINAG
			DUG DUG
	SEVILLA DE ORO
			SEVILLA DE ORO
			AMALUZA
			PALMAS
	PUCARA
			PUCARA
			CAMILO PONCE ENRIQUEZ (CAB. EN RIO 7 DE MOLLEPONGO)
			SAN RAFAEL DE SHARUG
	GUACHAPALA
			GUACHAPALA
	SAN FERNANDO
			SAN FERNANDO
			CHUMBLON
	CAMILO PONCE ENRIQUEZ
			CAMILO PONCE ENRIQUEZ
			EL CARMEN DE PIJILO
	SANTA ISABEL
			SANTA ISABEL (CHAGUARURCO)
			ABDON CALDERON  (LA UNION)
			ZHAGLLI (SHAGLLI)
			CARMEN DE PIJILO
			SAN SALVADOR DE CA—ARIBAMBA
BOLIVAR
	GUARANDA
		GUARANDA
		ANGEL POLIBIO CHAVES
		GUANUJO
		GABRIEL IGNACIO VEINTIMILLA
		FACUNDO VELA
		SAN LORENZO
		GUANUJO
		SAN SIMON (YACOTO)
		JULIO E. MORENO (CATANAHUAN GRANDE)
		SANTA FE (SANTA FE)
		LAS NAVES
		SIMIATUG
		SALINAS
		SAN LUIS DE PAMBIL
	SAN MIGUEL
		SAN MIGUEL
		BALSAPAMBA
		SAN PABLO  (SAN PABLO DE ATENAS)
		BILOVAN
		SANTIAGO
		REGULO DE MORA
		SAN VICENTE
	CHILLANES
		CHILLANES
		SAN JOSE DEL TAMBO (TAMBOPAMBA)
	CALUMA
		CALUMA
	CHIMBO
